INFO:root:Running: /home/dyung6/robustnav/datasets/robothor-objectnav/train/episodes
INFO:root:Beginning on: FloorPlan_Train3_4.json.gz
INFO:root:File name: FloorPlan_Train3_4.json.gz, key: ('hard', 'AlarmClock'), original count: 25, sub-sample count: 1, sampled ids: [72]
INFO:root:File name: FloorPlan_Train3_2.json.gz, key: ('medium', 'Television'), original count: 59, sub-sample count: 1, sampled ids: [1633]
INFO:root:File name: FloorPlan_Train3_2.json.gz, key: ('hard', 'Vase'), original count: 84, sub-sample count: 1, sampled ids: [1766]
INFO:root:File name: FloorPlan_Train3_2.json.gz, key: ('medium', 'Vase'), original count: 40, sub-sample count: 1, sampled ids: [1774]
INFO:root:File name: FloorPlan_Train3_2.json.gz, key: ('easy', 'Vase'), original count: 26, sub-sample count: 1, sampled ids: [1788]
INFO:root:Completed: FloorPlan_Train3_2.json.gz
INFO:root:Beginning on: FloorPlan_Train6_4.json.gz
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'AlarmClock'), original count: 104, sub-sample count: 2, sampled ids: [143, 25]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'AlarmClock'), original count: 30, sub-sample count: 1, sampled ids: [80]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'AlarmClock'), original count: 16, sub-sample count: 1, sampled ids: [24]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'Apple'), original count: 64, sub-sample count: 1, sampled ids: [284]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'Apple'), original count: 62, sub-sample count: 1, sampled ids: [273]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'Apple'), original count: 24, sub-sample count: 1, sampled ids: [250]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'BaseballBat'), original count: 89, sub-sample count: 1, sampled ids: [315]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'BaseballBat'), original count: 32, sub-sample count: 1, sampled ids: [433]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'BaseballBat'), original count: 29, sub-sample count: 1, sampled ids: [411]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'BasketBall'), original count: 34, sub-sample count: 1, sampled ids: [599]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'BasketBall'), original count: 48, sub-sample count: 1, sampled ids: [451]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'BasketBall'), original count: 68, sub-sample count: 1, sampled ids: [462]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'Bowl'), original count: 92, sub-sample count: 1, sampled ids: [695]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'Bowl'), original count: 33, sub-sample count: 1, sampled ids: [628]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'Bowl'), original count: 25, sub-sample count: 1, sampled ids: [715]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'GarbageCan'), original count: 41, sub-sample count: 1, sampled ids: [849]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'GarbageCan'), original count: 76, sub-sample count: 1, sampled ids: [816]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'GarbageCan'), original count: 33, sub-sample count: 1, sampled ids: [834]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'HousePlant'), original count: 25, sub-sample count: 1, sampled ids: [951]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'HousePlant'), original count: 42, sub-sample count: 1, sampled ids: [937]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'HousePlant'), original count: 83, sub-sample count: 1, sampled ids: [931]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'Laptop'), original count: 71, sub-sample count: 1, sampled ids: [1057]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'Laptop'), original count: 43, sub-sample count: 1, sampled ids: [1141]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'Laptop'), original count: 36, sub-sample count: 1, sampled ids: [1108]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'Mug'), original count: 40, sub-sample count: 1, sampled ids: [1299]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'Mug'), original count: 77, sub-sample count: 1, sampled ids: [1210]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'Mug'), original count: 33, sub-sample count: 1, sampled ids: [1273]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'SprayBottle'), original count: 83, sub-sample count: 1, sampled ids: [1379]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'SprayBottle'), original count: 43, sub-sample count: 1, sampled ids: [1377]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'SprayBottle'), original count: 24, sub-sample count: 1, sampled ids: [1422]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'Television'), original count: 40, sub-sample count: 1, sampled ids: [1578]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'Television'), original count: 82, sub-sample count: 1, sampled ids: [1581]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'Television'), original count: 28, sub-sample count: 1, sampled ids: [1599]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('hard', 'Vase'), original count: 67, sub-sample count: 1, sampled ids: [1753]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('medium', 'Vase'), original count: 72, sub-sample count: 1, sampled ids: [1784]
INFO:root:File name: FloorPlan_Train6_4.json.gz, key: ('easy', 'Vase'), original count: 11, sub-sample count: 1, sampled ids: [1685]
INFO:root:Completed: FloorPlan_Train6_4.json.gz
INFO:root:Beginning on: FloorPlan_Train3_5.json.gz
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'AlarmClock'), original count: 61, sub-sample count: 1, sampled ids: [62]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'AlarmClock'), original count: 63, sub-sample count: 1, sampled ids: [85]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'AlarmClock'), original count: 26, sub-sample count: 1, sampled ids: [5]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'Apple'), original count: 66, sub-sample count: 1, sampled ids: [268]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'Apple'), original count: 52, sub-sample count: 1, sampled ids: [246]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'Apple'), original count: 32, sub-sample count: 1, sampled ids: [213]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'BaseballBat'), original count: 39, sub-sample count: 1, sampled ids: [386]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'BaseballBat'), original count: 78, sub-sample count: 1, sampled ids: [304]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'BaseballBat'), original count: 33, sub-sample count: 1, sampled ids: [398]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'BasketBall'), original count: 30, sub-sample count: 1, sampled ids: [534]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'BasketBall'), original count: 43, sub-sample count: 1, sampled ids: [590]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'BasketBall'), original count: 77, sub-sample count: 1, sampled ids: [499]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'Bowl'), original count: 35, sub-sample count: 1, sampled ids: [603]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'Bowl'), original count: 28, sub-sample count: 1, sampled ids: [650]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'Bowl'), original count: 87, sub-sample count: 1, sampled ids: [645]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'GarbageCan'), original count: 82, sub-sample count: 1, sampled ids: [794]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'GarbageCan'), original count: 42, sub-sample count: 1, sampled ids: [778]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'GarbageCan'), original count: 26, sub-sample count: 1, sampled ids: [795]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'HousePlant'), original count: 22, sub-sample count: 1, sampled ids: [939]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'HousePlant'), original count: 62, sub-sample count: 1, sampled ids: [971]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'HousePlant'), original count: 66, sub-sample count: 1, sampled ids: [915]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'Laptop'), original count: 43, sub-sample count: 1, sampled ids: [1155]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'Laptop'), original count: 85, sub-sample count: 1, sampled ids: [1131]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'Laptop'), original count: 22, sub-sample count: 1, sampled ids: [1199]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'Mug'), original count: 66, sub-sample count: 1, sampled ids: [1303]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'Mug'), original count: 62, sub-sample count: 1, sampled ids: [1215]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'Mug'), original count: 22, sub-sample count: 1, sampled ids: [1260]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'SprayBottle'), original count: 67, sub-sample count: 1, sampled ids: [1466]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'SprayBottle'), original count: 69, sub-sample count: 1, sampled ids: [1357]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'SprayBottle'), original count: 14, sub-sample count: 1, sampled ids: [1385]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'Television'), original count: 79, sub-sample count: 1, sampled ids: [1631]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'Television'), original count: 70, sub-sample count: 1, sampled ids: [1605]
WARNING:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'Television') has too few tasks: 1, sub-sample equal to 1
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'Television'), original count: 1, sub-sample count: 1, sampled ids: [1616]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('medium', 'Vase'), original count: 25, sub-sample count: 1, sampled ids: [1650]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('hard', 'Vase'), original count: 105, sub-sample count: 2, sampled ids: [1696, 1684]
INFO:root:File name: FloorPlan_Train3_5.json.gz, key: ('easy', 'Vase'), original count: 20, sub-sample count: 1, sampled ids: [1716]
INFO:root:Completed: FloorPlan_Train3_5.json.gz
INFO:root:Beginning on: FloorPlan_Train12_5.json.gz
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'AlarmClock'), original count: 68, sub-sample count: 1, sampled ids: [75]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'AlarmClock'), original count: 65, sub-sample count: 1, sampled ids: [119]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'AlarmClock'), original count: 17, sub-sample count: 1, sampled ids: [81]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'Apple'), original count: 67, sub-sample count: 1, sampled ids: [284]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'Apple'), original count: 23, sub-sample count: 1, sampled ids: [224]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'Apple'), original count: 60, sub-sample count: 1, sampled ids: [286]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'BaseballBat'), original count: 51, sub-sample count: 1, sampled ids: [316]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'BaseballBat'), original count: 79, sub-sample count: 1, sampled ids: [344]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'BaseballBat'), original count: 20, sub-sample count: 1, sampled ids: [304]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'BasketBall'), original count: 89, sub-sample count: 1, sampled ids: [456]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'BasketBall'), original count: 43, sub-sample count: 1, sampled ids: [503]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'BasketBall'), original count: 18, sub-sample count: 1, sampled ids: [480]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'Bowl'), original count: 34, sub-sample count: 1, sampled ids: [658]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'Bowl'), original count: 27, sub-sample count: 1, sampled ids: [679]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'Bowl'), original count: 89, sub-sample count: 1, sampled ids: [736]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'GarbageCan'), original count: 71, sub-sample count: 1, sampled ids: [861]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'GarbageCan'), original count: 19, sub-sample count: 1, sampled ids: [870]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'GarbageCan'), original count: 60, sub-sample count: 1, sampled ids: [885]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'HousePlant'), original count: 62, sub-sample count: 1, sampled ids: [1046]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'HousePlant'), original count: 60, sub-sample count: 1, sampled ids: [903]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'HousePlant'), original count: 28, sub-sample count: 1, sampled ids: [917]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'Laptop'), original count: 72, sub-sample count: 1, sampled ids: [1079]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'Laptop'), original count: 39, sub-sample count: 1, sampled ids: [1148]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'Laptop'), original count: 39, sub-sample count: 1, sampled ids: [1138]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'Mug'), original count: 27, sub-sample count: 1, sampled ids: [1266]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'Mug'), original count: 55, sub-sample count: 1, sampled ids: [1341]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'Mug'), original count: 68, sub-sample count: 1, sampled ids: [1217]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'SprayBottle'), original count: 19, sub-sample count: 1, sampled ids: [1415]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'SprayBottle'), original count: 46, sub-sample count: 1, sampled ids: [1351]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'SprayBottle'), original count: 85, sub-sample count: 1, sampled ids: [1475]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'Television'), original count: 23, sub-sample count: 1, sampled ids: [1574]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'Television'), original count: 76, sub-sample count: 1, sampled ids: [1614]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'Television'), original count: 51, sub-sample count: 1, sampled ids: [1506]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('easy', 'Vase'), original count: 25, sub-sample count: 1, sampled ids: [1677]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('hard', 'Vase'), original count: 91, sub-sample count: 1, sampled ids: [1666]
INFO:root:File name: FloorPlan_Train12_5.json.gz, key: ('medium', 'Vase'), original count: 34, sub-sample count: 1, sampled ids: [1768]
INFO:root:Completed: FloorPlan_Train12_5.json.gz
INFO:root:Beginning on: FloorPlan_Train7_5.json.gz
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('hard', 'AlarmClock'), original count: 81, sub-sample count: 1, sampled ids: [72]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('medium', 'AlarmClock'), original count: 42, sub-sample count: 1, sampled ids: [55]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('easy', 'AlarmClock'), original count: 27, sub-sample count: 1, sampled ids: [80]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('hard', 'Apple'), original count: 46, sub-sample count: 1, sampled ids: [150]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('medium', 'Apple'), original count: 70, sub-sample count: 1, sampled ids: [240]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('easy', 'Apple'), original count: 34, sub-sample count: 1, sampled ids: [290]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('easy', 'BaseballBat'), original count: 9, sub-sample count: 1, sampled ids: [444]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('hard', 'BaseballBat'), original count: 106, sub-sample count: 2, sampled ids: [405, 398]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('medium', 'BaseballBat'), original count: 35, sub-sample count: 1, sampled ids: [318]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('hard', 'BasketBall'), original count: 106, sub-sample count: 2, sampled ids: [592, 486]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('easy', 'BasketBall'), original count: 9, sub-sample count: 1, sampled ids: [544]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('medium', 'BasketBall'), original count: 35, sub-sample count: 1, sampled ids: [594]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('easy', 'Bowl'), original count: 32, sub-sample count: 1, sampled ids: [673]
INFO:root:File name: FloorPlan_Train7_5.json.gz, key: ('hard', 'Bowl'), original count: 27, sub-sample count: 1, sampled ids: [696]
