,File Name,Difficulty,Target,Original Count,Sub-sample Count,Sampled Ids
13,FloorPlan_Train7_1.json.gz,easy,Bowl,32,2,"[676, 620]"
14,FloorPlan_Train7_1.json.gz,hard,Bowl,46,3,"[632, 619, 686]"
15,FloorPlan_Train7_1.json.gz,easy,GarbageCan,30,2,"[799, 806]"
16,FloorPlan_Train7_1.json.gz,medium,GarbageCan,92,5,"[770, 789, 837, 858, 850]"
17,FloorPlan_Train7_1.json.gz,hard,GarbageCan,28,2,"[781, 794]"
18,FloorPlan_Train7_1.json.gz,medium,HousePlant,78,4,"[1032, 941, 998, 962]"
19,FloorPlan_Train7_1.json.gz,easy,HousePlant,38,2,"[1002, 930]"
20,FloorPlan_Train7_1.json.gz,hard,HousePlant,34,2,"[1009, 988]"
21,FloorPlan_Train7_1.json.gz,hard,Laptop,125,7,"[1087, 1116, 1155, 1159, 1186, 1146, 1123]"
22,FloorPlan_Train7_1.json.gz,easy,Laptop,15,1,[1198]
23,FloorPlan_Train7_1.json.gz,medium,Laptop,10,1,[1089]
24,FloorPlan_Train7_1.json.gz,medium,Mug,93,5,"[1221, 1339, 1342, 1302, 1231]"
25,FloorPlan_Train7_1.json.gz,hard,Mug,38,2,"[1210, 1217]"
26,FloorPlan_Train7_1.json.gz,easy,Mug,19,1,[1218]
27,FloorPlan_Train7_1.json.gz,medium,SprayBottle,88,5,"[1354, 1484, 1468, 1360, 1483]"
28,FloorPlan_Train7_1.json.gz,hard,SprayBottle,34,2,"[1372, 1418]"
29,FloorPlan_Train7_1.json.gz,easy,SprayBottle,28,2,"[1469, 1476]"
30,FloorPlan_Train7_1.json.gz,medium,Television,48,3,"[1539, 1597, 1595]"
31,FloorPlan_Train7_1.json.gz,easy,Television,53,3,"[1613, 1536, 1509]"
32,FloorPlan_Train7_1.json.gz,hard,Television,49,3,"[1558, 1507, 1649]"
33,FloorPlan_Train7_1.json.gz,easy,Vase,33,2,"[1784, 1750]"
34,FloorPlan_Train7_1.json.gz,hard,Vase,30,2,"[1696, 1676]"
35,FloorPlan_Train7_1.json.gz,medium,Vase,87,5,"[1741, 1780, 1724, 1799, 1765]"
0,FloorPlan_Train10_2.json.gz,easy,AlarmClock,48,3,"[144, 7, 101]"
1,FloorPlan_Train10_2.json.gz,medium,AlarmClock,74,4,"[96, 113, 18, 9]"
2,FloorPlan_Train10_2.json.gz,hard,AlarmClock,28,2,"[88, 33]"
3,FloorPlan_Train10_2.json.gz,hard,Apple,95,5,"[155, 238, 260, 290, 164]"
4,FloorPlan_Train10_2.json.gz,medium,Apple,41,3,"[279, 174, 180]"
5,FloorPlan_Train10_2.json.gz,easy,Apple,14,1,[272]
6,FloorPlan_Train10_2.json.gz,medium,BaseballBat,64,4,"[363, 377, 413, 358]"
7,FloorPlan_Train10_2.json.gz,hard,BaseballBat,54,3,"[428, 400, 316]"
8,FloorPlan_Train10_2.json.gz,easy,BaseballBat,32,2,"[395, 319]"
9,FloorPlan_Train10_2.json.gz,medium,BasketBall,53,3,"[521, 466, 524]"
10,FloorPlan_Train10_2.json.gz,hard,BasketBall,57,3,"[493, 586, 508]"
11,FloorPlan_Train10_2.json.gz,easy,BasketBall,40,2,"[544, 563]"
12,FloorPlan_Train10_2.json.gz,medium,Bowl,48,3,"[633, 632, 652]"
13,FloorPlan_Train10_2.json.gz,easy,Bowl,30,2,"[701, 685]"
14,FloorPlan_Train10_2.json.gz,hard,Bowl,72,4,"[649, 634, 636, 631]"
15,FloorPlan_Train10_2.json.gz,medium,GarbageCan,81,5,"[771, 810, 886, 857, 757]"
16,FloorPlan_Train10_2.json.gz,hard,GarbageCan,44,3,"[853, 884, 802]"
17,FloorPlan_Train10_2.json.gz,easy,GarbageCan,25,2,"[774, 893]"
18,FloorPlan_Train10_2.json.gz,medium,HousePlant,64,4,"[1010, 1027, 1032, 936]"
19,FloorPlan_Train10_2.json.gz,hard,HousePlant,53,3,"[1025, 1018, 1028]"
20,FloorPlan_Train10_2.json.gz,easy,HousePlant,33,2,"[1012, 944]"
21,FloorPlan_Train10_2.json.gz,hard,Laptop,73,4,"[1071, 1118, 1187, 1096]"
22,FloorPlan_Train10_2.json.gz,easy,Laptop,32,2,"[1095, 1132]"
23,FloorPlan_Train10_2.json.gz,medium,Laptop,45,3,"[1121, 1161, 1198]"
24,FloorPlan_Train10_2.json.gz,hard,Mug,50,3,"[1337, 1263, 1200]"
25,FloorPlan_Train10_2.json.gz,medium,Mug,79,4,"[1261, 1319, 1266, 1256]"
26,FloorPlan_Train10_2.json.gz,easy,Mug,21,2,"[1273, 1218]"
27,FloorPlan_Train10_2.json.gz,medium,SprayBottle,72,4,"[1378, 1374, 1406, 1496]"
28,FloorPlan_Train10_2.json.gz,hard,SprayBottle,48,3,"[1388, 1358, 1440]"
29,FloorPlan_Train10_2.json.gz,easy,SprayBottle,30,2,"[1431, 1420]"
30,FloorPlan_Train10_2.json.gz,medium,Television,75,4,"[1564, 1596, 1624, 1641]"
31,FloorPlan_Train10_2.json.gz,easy,Television,20,1,[1592]
32,FloorPlan_Train10_2.json.gz,hard,Television,55,3,"[1574, 1590, 1618]"
33,FloorPlan_Train10_2.json.gz,hard,Vase,91,5,"[1769, 1675, 1728, 1710, 1768]"
34,FloorPlan_Train10_2.json.gz,medium,Vase,50,3,"[1716, 1672, 1732]"
35,FloorPlan_Train10_2.json.gz,easy,Vase,9,1,[1798]
0,FloorPlan_Train2_5.json.gz,medium,AlarmClock,84,5,"[0, 130, 145, 62, 102]"
1,FloorPlan_Train2_5.json.gz,easy,AlarmClock,20,1,[42]
2,FloorPlan_Train2_5.json.gz,hard,AlarmClock,46,3,"[83, 29, 35]"
3,FloorPlan_Train2_5.json.gz,hard,Apple,45,3,"[198, 150, 167]"
4,FloorPlan_Train2_5.json.gz,medium,Apple,82,5,"[258, 221, 218, 203, 270]"
5,FloorPlan_Train2_5.json.gz,easy,Apple,23,2,"[275, 236]"
6,FloorPlan_Train2_5.json.gz,hard,BaseballBat,79,4,"[425, 324, 347, 396]"
7,FloorPlan_Train2_5.json.gz,medium,BaseballBat,54,3,"[346, 375, 424]"
8,FloorPlan_Train2_5.json.gz,easy,BaseballBat,17,1,[405]
9,FloorPlan_Train2_5.json.gz,easy,BasketBall,27,2,"[591, 500]"
10,FloorPlan_Train2_5.json.gz,hard,BasketBall,65,4,"[486, 546, 469, 536]"
11,FloorPlan_Train2_5.json.gz,medium,BasketBall,58,3,"[534, 454, 570]"
12,FloorPlan_Train2_5.json.gz,medium,Bowl,46,3,"[658, 611, 712]"
13,FloorPlan_Train2_5.json.gz,hard,Bowl,62,4,"[623, 664, 651, 602]"
14,FloorPlan_Train2_5.json.gz,easy,Bowl,42,3,"[662, 657, 610]"
15,FloorPlan_Train2_5.json.gz,hard,GarbageCan,54,3,"[897, 832, 842]"
16,FloorPlan_Train2_5.json.gz,medium,GarbageCan,49,3,"[776, 878, 862]"
17,FloorPlan_Train2_5.json.gz,easy,GarbageCan,47,3,"[830, 753, 800]"
18,FloorPlan_Train2_5.json.gz,medium,HousePlant,74,4,"[921, 966, 1040, 945]"
19,FloorPlan_Train2_5.json.gz,hard,HousePlant,45,3,"[1031, 1002, 1046]"
20,FloorPlan_Train2_5.json.gz,easy,HousePlant,31,2,"[915, 976]"
21,FloorPlan_Train2_5.json.gz,medium,Laptop,55,3,"[1099, 1061, 1104]"
22,FloorPlan_Train2_5.json.gz,hard,Laptop,60,3,"[1070, 1148, 1130]"
23,FloorPlan_Train2_5.json.gz,easy,Laptop,35,2,"[1138, 1055]"
24,FloorPlan_Train2_5.json.gz,hard,Mug,62,4,"[1286, 1293, 1222, 1295]"
25,FloorPlan_Train2_5.json.gz,medium,Mug,68,4,"[1236, 1294, 1232, 1246]"
26,FloorPlan_Train2_5.json.gz,easy,Mug,20,1,[1328]
27,FloorPlan_Train2_5.json.gz,medium,SprayBottle,66,4,"[1383, 1397, 1437, 1482]"
28,FloorPlan_Train2_5.json.gz,hard,SprayBottle,48,3,"[1369, 1425, 1421]"
29,FloorPlan_Train2_5.json.gz,easy,SprayBottle,36,2,"[1450, 1398]"
30,FloorPlan_Train2_5.json.gz,hard,Television,74,4,"[1569, 1637, 1504, 1632]"
31,FloorPlan_Train2_5.json.gz,easy,Television,38,2,"[1527, 1535]"
32,FloorPlan_Train2_5.json.gz,medium,Television,38,2,"[1595, 1549]"
33,FloorPlan_Train2_5.json.gz,easy,Vase,24,2,"[1726, 1655]"
34,FloorPlan_Train2_5.json.gz,hard,Vase,80,4,"[1732, 1682, 1756, 1739]"
35,FloorPlan_Train2_5.json.gz,medium,Vase,46,3,"[1720, 1705, 1719]"
0,FloorPlan_Train3_3.json.gz,easy,AlarmClock,27,2,"[13, 7]"
1,FloorPlan_Train3_3.json.gz,hard,AlarmClock,55,3,"[135, 24, 107]"
2,FloorPlan_Train3_3.json.gz,medium,AlarmClock,68,4,"[124, 23, 56, 33]"
3,FloorPlan_Train3_3.json.gz,hard,Apple,30,2,"[152, 190]"
4,FloorPlan_Train3_3.json.gz,medium,Apple,80,4,"[173, 207, 263, 273]"
5,FloorPlan_Train3_3.json.gz,easy,Apple,40,2,"[276, 294]"
6,FloorPlan_Train3_3.json.gz,medium,BaseballBat,79,4,"[443, 300, 396, 373]"
7,FloorPlan_Train3_3.json.gz,hard,BaseballBat,43,3,"[325, 368, 417]"
8,FloorPlan_Train3_3.json.gz,easy,BaseballBat,28,2,"[344, 442]"
9,FloorPlan_Train3_3.json.gz,hard,BasketBall,67,4,"[547, 462, 470, 487]"
10,FloorPlan_Train3_3.json.gz,medium,BasketBall,55,3,"[570, 533, 593]"
11,FloorPlan_Train3_3.json.gz,easy,BasketBall,28,2,"[595, 490]"
12,FloorPlan_Train3_3.json.gz,hard,Bowl,78,4,"[696, 721, 701, 748]"
13,FloorPlan_Train3_3.json.gz,easy,Bowl,29,2,"[727, 699]"
14,FloorPlan_Train3_3.json.gz,medium,Bowl,43,3,"[648, 678, 731]"
15,FloorPlan_Train3_3.json.gz,hard,GarbageCan,43,3,"[779, 879, 803]"
16,FloorPlan_Train3_3.json.gz,medium,GarbageCan,72,4,"[757, 870, 880, 893]"
17,FloorPlan_Train3_3.json.gz,easy,GarbageCan,35,2,"[888, 776]"
18,FloorPlan_Train3_3.json.gz,medium,HousePlant,52,3,"[1031, 1041, 980]"
19,FloorPlan_Train3_3.json.gz,hard,HousePlant,73,4,"[940, 978, 1017, 933]"
20,FloorPlan_Train3_3.json.gz,easy,HousePlant,25,2,"[943, 914]"
21,FloorPlan_Train3_3.json.gz,medium,Laptop,67,4,"[1076, 1140, 1058, 1063]"
22,FloorPlan_Train3_3.json.gz,hard,Laptop,53,3,"[1111, 1115, 1106]"
23,FloorPlan_Train3_3.json.gz,easy,Laptop,30,2,"[1157, 1199]"
24,FloorPlan_Train3_3.json.gz,medium,Mug,57,3,"[1294, 1332, 1244]"
25,FloorPlan_Train3_3.json.gz,hard,Mug,68,4,"[1263, 1277, 1278, 1222]"
26,FloorPlan_Train3_3.json.gz,easy,Mug,25,2,"[1297, 1303]"
27,FloorPlan_Train3_3.json.gz,medium,SprayBottle,44,3,"[1461, 1390, 1403]"
28,FloorPlan_Train3_3.json.gz,hard,SprayBottle,70,4,"[1480, 1475, 1399, 1497]"
29,FloorPlan_Train3_3.json.gz,easy,SprayBottle,36,2,"[1439, 1386]"
30,FloorPlan_Train3_3.json.gz,hard,Television,65,4,"[1569, 1622, 1604, 1568]"
31,FloorPlan_Train3_3.json.gz,easy,Television,31,2,"[1614, 1603]"
32,FloorPlan_Train3_3.json.gz,medium,Television,54,3,"[1619, 1635, 1627]"
33,FloorPlan_Train3_3.json.gz,easy,Vase,24,2,"[1658, 1779]"
34,FloorPlan_Train3_3.json.gz,hard,Vase,76,4,"[1755, 1728, 1783, 1714]"
35,FloorPlan_Train3_3.json.gz,medium,Vase,50,3,"[1688, 1654, 1788]"
0,FloorPlan_Train9_1.json.gz,medium,AlarmClock,55,3,"[63, 67, 127]"
1,FloorPlan_Train9_1.json.gz,hard,AlarmClock,69,4,"[115, 114, 116, 28]"
2,FloorPlan_Train9_1.json.gz,easy,AlarmClock,26,2,"[29, 113]"
3,FloorPlan_Train9_1.json.gz,hard,Apple,53,3,"[292, 193, 211]"
4,FloorPlan_Train9_1.json.gz,easy,Apple,42,3,"[276, 155, 167]"
5,FloorPlan_Train9_1.json.gz,medium,Apple,55,3,"[239, 202, 286]"
6,FloorPlan_Train9_1.json.gz,hard,BaseballBat,97,5,"[317, 339, 388, 327, 422]"
7,FloorPlan_Train9_1.json.gz,medium,BaseballBat,43,3,"[301, 362, 373]"
8,FloorPlan_Train9_1.json.gz,easy,BaseballBat,10,1,[350]
9,FloorPlan_Train9_1.json.gz,hard,BasketBall,80,4,"[580, 490, 474, 533]"
10,FloorPlan_Train9_1.json.gz,easy,BasketBall,23,2,"[456, 547]"
11,FloorPlan_Train9_1.json.gz,medium,BasketBall,47,3,"[574, 453, 557]"
12,FloorPlan_Train9_1.json.gz,medium,Bowl,82,5,"[626, 714, 698, 619, 643]"
13,FloorPlan_Train9_1.json.gz,easy,Bowl,36,2,"[663, 606]"
14,FloorPlan_Train9_1.json.gz,hard,Bowl,32,2,"[652, 646]"
15,FloorPlan_Train9_1.json.gz,medium,GarbageCan,74,4,"[871, 890, 752, 881]"
16,FloorPlan_Train9_1.json.gz,easy,GarbageCan,46,3,"[794, 838, 767]"
17,FloorPlan_Train9_1.json.gz,hard,GarbageCan,30,2,"[854, 894]"
18,FloorPlan_Train9_1.json.gz,hard,HousePlant,47,3,"[909, 952, 1022]"
19,FloorPlan_Train9_1.json.gz,medium,HousePlant,75,4,"[1047, 1017, 1023, 956]"
20,FloorPlan_Train9_1.json.gz,easy,HousePlant,28,2,"[974, 924]"
21,FloorPlan_Train9_1.json.gz,hard,Laptop,79,4,"[1158, 1111, 1195, 1097]"
22,FloorPlan_Train9_1.json.gz,medium,Laptop,43,3,"[1123, 1124, 1105]"
23,FloorPlan_Train9_1.json.gz,easy,Laptop,28,2,"[1144, 1076]"
24,FloorPlan_Train9_1.json.gz,easy,Mug,32,2,"[1305, 1286]"
25,FloorPlan_Train9_1.json.gz,hard,Mug,69,4,"[1312, 1315, 1344, 1267]"
26,FloorPlan_Train9_1.json.gz,medium,Mug,49,3,"[1349, 1319, 1292]"
27,FloorPlan_Train9_1.json.gz,easy,SprayBottle,20,1,[1380]
28,FloorPlan_Train9_1.json.gz,medium,SprayBottle,68,4,"[1445, 1490, 1440, 1351]"
29,FloorPlan_Train9_1.json.gz,hard,SprayBottle,62,4,"[1426, 1404, 1411, 1399]"
30,FloorPlan_Train9_1.json.gz,hard,Television,72,4,"[1640, 1592, 1523, 1524]"
31,FloorPlan_Train9_1.json.gz,medium,Television,60,3,"[1568, 1567, 1587]"
32,FloorPlan_Train9_1.json.gz,easy,Television,18,1,[1584]
33,FloorPlan_Train9_1.json.gz,medium,Vase,75,4,"[1666, 1779, 1693, 1650]"
34,FloorPlan_Train9_1.json.gz,easy,Vase,45,3,"[1741, 1794, 1652]"
35,FloorPlan_Train9_1.json.gz,hard,Vase,30,2,"[1751, 1675]"
0,FloorPlan_Train8_2.json.gz,medium,AlarmClock,84,5,"[98, 108, 56, 33, 102]"
1,FloorPlan_Train8_2.json.gz,easy,AlarmClock,57,3,"[114, 39, 7]"
2,FloorPlan_Train8_2.json.gz,hard,AlarmClock,9,1,[72]
3,FloorPlan_Train8_2.json.gz,hard,Apple,56,3,"[251, 230, 260]"
4,FloorPlan_Train8_2.json.gz,medium,Apple,67,4,"[236, 152, 239, 237]"
5,FloorPlan_Train8_2.json.gz,easy,Apple,27,2,"[190, 179]"
6,FloorPlan_Train8_2.json.gz,hard,BaseballBat,65,4,"[407, 314, 329, 346]"
7,FloorPlan_Train8_2.json.gz,easy,BaseballBat,19,1,[365]
8,FloorPlan_Train8_2.json.gz,medium,BaseballBat,66,4,"[326, 302, 356, 413]"
9,FloorPlan_Train8_2.json.gz,hard,BasketBall,106,6,"[565, 567, 568, 489, 577, 575]"
10,FloorPlan_Train8_2.json.gz,medium,BasketBall,29,2,"[516, 513]"
11,FloorPlan_Train8_2.json.gz,easy,BasketBall,15,1,[592]
12,FloorPlan_Train8_2.json.gz,medium,Bowl,81,5,"[628, 688, 692, 639, 745]"
13,FloorPlan_Train8_2.json.gz,easy,Bowl,65,4,"[689, 601, 738, 705]"
14,FloorPlan_Train8_2.json.gz,hard,Bowl,4,1,[682]
15,FloorPlan_Train8_2.json.gz,hard,GarbageCan,96,5,"[871, 837, 883, 820, 788]"
16,FloorPlan_Train8_2.json.gz,easy,GarbageCan,16,1,[771]
17,FloorPlan_Train8_2.json.gz,medium,GarbageCan,38,2,"[881, 778]"
18,FloorPlan_Train8_2.json.gz,hard,HousePlant,77,4,"[1027, 1040, 916, 981]"
