,File Name,Difficulty,Target,Original Count,Sub-sample Count,Sampled Ids
32,FloorPlan_Train12_5.json.gz,easy,Television,51,1,[1506]
33,FloorPlan_Train12_5.json.gz,easy,Vase,25,1,[1677]
34,FloorPlan_Train12_5.json.gz,hard,Vase,91,1,[1666]
35,FloorPlan_Train12_5.json.gz,medium,Vase,34,1,[1768]
0,FloorPlan_Train7_5.json.gz,hard,AlarmClock,81,1,[72]
1,FloorPlan_Train7_5.json.gz,medium,AlarmClock,42,1,[55]
2,FloorPlan_Train7_5.json.gz,easy,AlarmClock,27,1,[80]
3,FloorPlan_Train7_5.json.gz,hard,Apple,46,1,[150]
4,FloorPlan_Train7_5.json.gz,medium,Apple,70,1,[240]
5,FloorPlan_Train7_5.json.gz,easy,Apple,34,1,[290]
6,FloorPlan_Train7_5.json.gz,easy,BaseballBat,9,1,[444]
7,FloorPlan_Train7_5.json.gz,hard,BaseballBat,106,2,"[405, 398]"
8,FloorPlan_Train7_5.json.gz,medium,BaseballBat,35,1,[318]
9,FloorPlan_Train7_5.json.gz,hard,BasketBall,106,2,"[592, 486]"
10,FloorPlan_Train7_5.json.gz,easy,BasketBall,9,1,[544]
11,FloorPlan_Train7_5.json.gz,medium,BasketBall,35,1,[594]
12,FloorPlan_Train7_5.json.gz,easy,Bowl,32,1,[673]
13,FloorPlan_Train7_5.json.gz,hard,Bowl,27,1,[696]
14,FloorPlan_Train7_5.json.gz,medium,Bowl,91,1,[730]
15,FloorPlan_Train7_5.json.gz,easy,GarbageCan,45,1,[826]
16,FloorPlan_Train7_5.json.gz,hard,GarbageCan,55,1,[798]
17,FloorPlan_Train7_5.json.gz,medium,GarbageCan,50,1,[889]
18,FloorPlan_Train7_5.json.gz,easy,HousePlant,30,1,[900]
19,FloorPlan_Train7_5.json.gz,medium,HousePlant,27,1,[909]
20,FloorPlan_Train7_5.json.gz,hard,HousePlant,93,1,[1046]
21,FloorPlan_Train7_5.json.gz,medium,Laptop,90,1,[1094]
22,FloorPlan_Train7_5.json.gz,hard,Laptop,29,1,[1157]
23,FloorPlan_Train7_5.json.gz,easy,Laptop,31,1,[1173]
24,FloorPlan_Train7_5.json.gz,medium,Mug,86,1,[1216]
25,FloorPlan_Train7_5.json.gz,easy,Mug,39,1,[1225]
26,FloorPlan_Train7_5.json.gz,hard,Mug,25,1,[1344]
27,FloorPlan_Train7_5.json.gz,hard,SprayBottle,52,1,[1381]
28,FloorPlan_Train7_5.json.gz,easy,SprayBottle,38,1,[1475]
29,FloorPlan_Train7_5.json.gz,medium,SprayBottle,60,1,[1474]
30,FloorPlan_Train7_5.json.gz,hard,Television,74,1,[1551]
31,FloorPlan_Train7_5.json.gz,medium,Television,52,1,[1620]
32,FloorPlan_Train7_5.json.gz,easy,Television,24,1,[1567]
33,FloorPlan_Train7_5.json.gz,medium,Vase,97,1,[1789]
34,FloorPlan_Train7_5.json.gz,easy,Vase,27,1,[1735]
35,FloorPlan_Train7_5.json.gz,hard,Vase,26,1,[1728]
0,FloorPlan_Train11_5.json.gz,hard,AlarmClock,76,1,[48]
1,FloorPlan_Train11_5.json.gz,medium,AlarmClock,60,1,[103]
2,FloorPlan_Train11_5.json.gz,easy,AlarmClock,14,1,[149]
3,FloorPlan_Train11_5.json.gz,medium,Apple,62,1,[263]
4,FloorPlan_Train11_5.json.gz,hard,Apple,69,1,[286]
5,FloorPlan_Train11_5.json.gz,easy,Apple,19,1,[216]
6,FloorPlan_Train11_5.json.gz,easy,BaseballBat,24,1,[300]
7,FloorPlan_Train11_5.json.gz,hard,BaseballBat,54,1,[443]
8,FloorPlan_Train11_5.json.gz,medium,BaseballBat,72,1,[411]
9,FloorPlan_Train11_5.json.gz,medium,BasketBall,55,1,[570]
10,FloorPlan_Train11_5.json.gz,hard,BasketBall,69,1,[521]
11,FloorPlan_Train11_5.json.gz,easy,BasketBall,26,1,[588]
12,FloorPlan_Train11_5.json.gz,hard,Bowl,72,1,[702]
13,FloorPlan_Train11_5.json.gz,easy,Bowl,36,1,[634]
14,FloorPlan_Train11_5.json.gz,medium,Bowl,42,1,[631]
15,FloorPlan_Train11_5.json.gz,medium,GarbageCan,33,1,[763]
16,FloorPlan_Train11_5.json.gz,hard,GarbageCan,99,1,[832]
17,FloorPlan_Train11_5.json.gz,easy,GarbageCan,18,1,[874]
18,FloorPlan_Train11_5.json.gz,hard,HousePlant,80,1,[997]
19,FloorPlan_Train11_5.json.gz,easy,HousePlant,24,1,[1033]
20,FloorPlan_Train11_5.json.gz,medium,HousePlant,46,1,[916]
21,FloorPlan_Train11_5.json.gz,easy,Laptop,38,1,[1181]
22,FloorPlan_Train11_5.json.gz,medium,Laptop,83,1,[1156]
23,FloorPlan_Train11_5.json.gz,hard,Laptop,29,1,[1122]
24,FloorPlan_Train11_5.json.gz,hard,Mug,90,1,[1214]
25,FloorPlan_Train11_5.json.gz,medium,Mug,48,1,[1315]
26,FloorPlan_Train11_5.json.gz,easy,Mug,12,1,[1224]
27,FloorPlan_Train11_5.json.gz,medium,SprayBottle,55,1,[1351]
28,FloorPlan_Train11_5.json.gz,hard,SprayBottle,79,1,[1391]
29,FloorPlan_Train11_5.json.gz,easy,SprayBottle,16,1,[1484]
30,FloorPlan_Train11_5.json.gz,medium,Television,84,1,[1642]
31,FloorPlan_Train11_5.json.gz,easy,Television,63,1,[1542]
32,FloorPlan_Train11_5.json.gz,hard,Television,3,1,[1555]
33,FloorPlan_Train11_5.json.gz,easy,Vase,69,1,[1705]
34,FloorPlan_Train11_5.json.gz,medium,Vase,81,1,[1684]
0,FloorPlan_Train10_4.json.gz,hard,AlarmClock,55,1,[105]
1,FloorPlan_Train10_4.json.gz,medium,AlarmClock,51,1,[131]
2,FloorPlan_Train10_4.json.gz,easy,AlarmClock,44,1,[118]
3,FloorPlan_Train10_4.json.gz,hard,Apple,56,1,[286]
4,FloorPlan_Train10_4.json.gz,easy,Apple,23,1,[265]
5,FloorPlan_Train10_4.json.gz,medium,Apple,71,1,[226]
6,FloorPlan_Train10_4.json.gz,hard,BaseballBat,70,1,[425]
7,FloorPlan_Train10_4.json.gz,easy,BaseballBat,22,1,[385]
8,FloorPlan_Train10_4.json.gz,medium,BaseballBat,58,1,[379]
9,FloorPlan_Train10_4.json.gz,hard,BasketBall,73,1,[545]
10,FloorPlan_Train10_4.json.gz,medium,BasketBall,60,1,[508]
11,FloorPlan_Train10_4.json.gz,easy,BasketBall,17,1,[549]
12,FloorPlan_Train10_4.json.gz,medium,Bowl,63,1,[668]
13,FloorPlan_Train10_4.json.gz,hard,Bowl,76,1,[690]
14,FloorPlan_Train10_4.json.gz,easy,Bowl,11,1,[637]
15,FloorPlan_Train10_4.json.gz,hard,GarbageCan,62,1,[773]
16,FloorPlan_Train10_4.json.gz,easy,GarbageCan,27,1,[790]
17,FloorPlan_Train10_4.json.gz,medium,GarbageCan,61,1,[842]
18,FloorPlan_Train10_4.json.gz,medium,HousePlant,56,1,[919]
19,FloorPlan_Train10_4.json.gz,hard,HousePlant,62,1,[918]
20,FloorPlan_Train10_4.json.gz,easy,HousePlant,32,1,[1004]
21,FloorPlan_Train10_4.json.gz,hard,Laptop,55,1,[1150]
22,FloorPlan_Train10_4.json.gz,medium,Laptop,46,1,[1120]
23,FloorPlan_Train10_4.json.gz,easy,Laptop,49,1,[1154]
24,FloorPlan_Train10_4.json.gz,medium,Mug,67,1,[1300]
25,FloorPlan_Train10_4.json.gz,easy,Mug,38,1,[1333]
26,FloorPlan_Train10_4.json.gz,hard,Mug,45,1,[1226]
27,FloorPlan_Train10_4.json.gz,easy,SprayBottle,34,1,[1469]
28,FloorPlan_Train10_4.json.gz,hard,SprayBottle,69,1,[1397]
29,FloorPlan_Train10_4.json.gz,medium,SprayBottle,47,1,[1444]
30,FloorPlan_Train10_4.json.gz,medium,Television,79,1,[1597]
31,FloorPlan_Train10_4.json.gz,hard,Television,43,1,[1629]
32,FloorPlan_Train10_4.json.gz,easy,Television,28,1,[1599]
33,FloorPlan_Train10_4.json.gz,medium,Vase,73,1,[1682]
34,FloorPlan_Train10_4.json.gz,hard,Vase,54,1,[1699]
35,FloorPlan_Train10_4.json.gz,easy,Vase,23,1,[1781]
0,FloorPlan_Train8_3.json.gz,medium,AlarmClock,89,1,[135]
1,FloorPlan_Train8_3.json.gz,easy,AlarmClock,29,1,[37]
2,FloorPlan_Train8_3.json.gz,hard,AlarmClock,32,1,[116]
3,FloorPlan_Train8_3.json.gz,medium,Apple,61,1,[219]
4,FloorPlan_Train8_3.json.gz,easy,Apple,40,1,[192]
5,FloorPlan_Train8_3.json.gz,hard,Apple,49,1,[291]
6,FloorPlan_Train8_3.json.gz,hard,BaseballBat,106,2,"[447, 355]"
7,FloorPlan_Train8_3.json.gz,easy,BaseballBat,14,1,[429]
8,FloorPlan_Train8_3.json.gz,medium,BaseballBat,30,1,[446]
9,FloorPlan_Train8_3.json.gz,hard,BasketBall,40,1,[572]
10,FloorPlan_Train8_3.json.gz,medium,BasketBall,84,1,[464]
11,FloorPlan_Train8_3.json.gz,easy,BasketBall,26,1,[465]
12,FloorPlan_Train8_3.json.gz,hard,Bowl,111,2,"[695, 650]"
13,FloorPlan_Train8_3.json.gz,medium,Bowl,19,1,[640]
14,FloorPlan_Train8_3.json.gz,easy,Bowl,20,1,[732]
15,FloorPlan_Train8_3.json.gz,hard,GarbageCan,121,2,"[752, 844]"
16,FloorPlan_Train8_3.json.gz,medium,GarbageCan,24,1,[754]
17,FloorPlan_Train8_3.json.gz,easy,GarbageCan,5,1,[812]
18,FloorPlan_Train8_3.json.gz,hard,HousePlant,48,1,[944]
19,FloorPlan_Train8_3.json.gz,medium,HousePlant,73,1,[999]
20,FloorPlan_Train8_3.json.gz,easy,HousePlant,29,1,[1012]
21,FloorPlan_Train8_3.json.gz,easy,Laptop,52,1,[1189]
22,FloorPlan_Train8_3.json.gz,medium,Laptop,80,1,[1170]
23,FloorPlan_Train8_3.json.gz,hard,Laptop,18,1,[1125]
24,FloorPlan_Train8_3.json.gz,medium,Mug,85,1,[1202]
25,FloorPlan_Train8_3.json.gz,easy,Mug,32,1,[1288]
26,FloorPlan_Train8_3.json.gz,hard,Mug,33,1,[1328]
27,FloorPlan_Train8_3.json.gz,hard,SprayBottle,92,1,[1360]
28,FloorPlan_Train8_3.json.gz,easy,SprayBottle,21,1,[1361]
29,FloorPlan_Train8_3.json.gz,medium,SprayBottle,37,1,[1396]
30,FloorPlan_Train8_3.json.gz,medium,Television,74,1,[1508]
31,FloorPlan_Train8_3.json.gz,easy,Television,50,1,[1553]
32,FloorPlan_Train8_3.json.gz,hard,Television,26,1,[1573]
33,FloorPlan_Train8_3.json.gz,medium,Vase,71,1,[1715]
34,FloorPlan_Train8_3.json.gz,hard,Vase,44,1,[1718]
35,FloorPlan_Train8_3.json.gz,easy,Vase,35,1,[1771]
0,FloorPlan_Train10_5.json.gz,medium,AlarmClock,52,1,[69]
1,FloorPlan_Train10_5.json.gz,hard,AlarmClock,64,1,[77]
2,FloorPlan_Train10_5.json.gz,easy,AlarmClock,34,1,[131]
3,FloorPlan_Train10_5.json.gz,hard,Apple,81,1,[225]
4,FloorPlan_Train10_5.json.gz,medium,Apple,44,1,[233]
5,FloorPlan_Train10_5.json.gz,easy,Apple,25,1,[179]
6,FloorPlan_Train10_5.json.gz,medium,BaseballBat,63,1,[345]
7,FloorPlan_Train10_5.json.gz,easy,BaseballBat,21,1,[447]
8,FloorPlan_Train10_5.json.gz,hard,BaseballBat,66,1,[426]
9,FloorPlan_Train10_5.json.gz,medium,BasketBall,82,1,[499]
10,FloorPlan_Train10_5.json.gz,easy,BasketBall,37,1,[563]
11,FloorPlan_Train10_5.json.gz,hard,BasketBall,31,1,[478]
12,FloorPlan_Train10_5.json.gz,medium,Bowl,63,1,[694]
13,FloorPlan_Train10_5.json.gz,hard,Bowl,44,1,[734]
14,FloorPlan_Train10_5.json.gz,easy,Bowl,43,1,[653]
15,FloorPlan_Train10_5.json.gz,easy,GarbageCan,32,1,[772]
16,FloorPlan_Train10_5.json.gz,hard,GarbageCan,74,1,[759]
17,FloorPlan_Train10_5.json.gz,medium,GarbageCan,44,1,[835]
18,FloorPlan_Train10_5.json.gz,hard,HousePlant,69,1,[952]
19,FloorPlan_Train10_5.json.gz,medium,HousePlant,57,1,[1018]
20,FloorPlan_Train10_5.json.gz,easy,HousePlant,24,1,[964]
21,FloorPlan_Train10_5.json.gz,hard,Laptop,42,1,[1056]
22,FloorPlan_Train10_5.json.gz,medium,Laptop,72,1,[1168]
23,FloorPlan_Train10_5.json.gz,easy,Laptop,36,1,[1158]
24,FloorPlan_Train10_5.json.gz,medium,Mug,62,1,[1203]
25,FloorPlan_Train10_5.json.gz,hard,Mug,68,1,[1247]
26,FloorPlan_Train10_5.json.gz,easy,Mug,20,1,[1343]
27,FloorPlan_Train10_5.json.gz,hard,SprayBottle,59,1,[1455]
28,FloorPlan_Train10_5.json.gz,medium,SprayBottle,68,1,[1457]
29,FloorPlan_Train10_5.json.gz,easy,SprayBottle,23,1,[1360]
30,FloorPlan_Train10_5.json.gz,easy,Television,22,1,[1611]
31,FloorPlan_Train10_5.json.gz,medium,Television,68,1,[1576]
32,FloorPlan_Train10_5.json.gz,hard,Television,60,1,[1608]
33,FloorPlan_Train10_5.json.gz,medium,Vase,58,1,[1732]
34,FloorPlan_Train10_5.json.gz,easy,Vase,29,1,[1751]
35,FloorPlan_Train10_5.json.gz,hard,Vase,63,1,[1758]
0,FloorPlan_Train12_3.json.gz,hard,AlarmClock,34,1,[0]
1,FloorPlan_Train12_3.json.gz,easy,AlarmClock,48,1,[112]
2,FloorPlan_Train12_3.json.gz,medium,AlarmClock,68,1,[3]
3,FloorPlan_Train12_3.json.gz,easy,Apple,33,1,[266]
4,FloorPlan_Train12_3.json.gz,medium,Apple,84,1,[269]
5,FloorPlan_Train12_3.json.gz,hard,Apple,33,1,[176]
6,FloorPlan_Train12_3.json.gz,hard,BaseballBat,79,1,[336]
7,FloorPlan_Train12_3.json.gz,medium,BaseballBat,44,1,[375]
8,FloorPlan_Train12_3.json.gz,easy,BaseballBat,27,1,[338]
9,FloorPlan_Train12_3.json.gz,hard,BasketBall,45,1,[595]
10,FloorPlan_Train12_3.json.gz,medium,BasketBall,65,1,[554]
11,FloorPlan_Train12_3.json.gz,easy,BasketBall,40,1,[532]
12,FloorPlan_Train12_3.json.gz,easy,Bowl,25,1,[650]
13,FloorPlan_Train12_3.json.gz,medium,Bowl,59,1,[641]
14,FloorPlan_Train12_3.json.gz,hard,Bowl,66,1,[649]
15,FloorPlan_Train12_3.json.gz,easy,GarbageCan,28,1,[879]
16,FloorPlan_Train12_3.json.gz,hard,GarbageCan,51,1,[796]
